Trade Date,Underlying,Product Type,Exchange,Volume
2012/01/13,SPY,S,BATS,51057
2012/01/13,SPY,S,CBOE,628716
2012/01/17,SPY,S,BATS,29600
2012/01/17,SPY,S,CBOE,433203
2012/01/18,SPY,S,BATS,36810
2012/01/18,SPY,S,CBOE,382501
2012/01/19,SPY,S,BATS,43645
2012/01/19,SPY,S,CBOE,701977
2012/01/20,SPY,S,BATS,35276
2012/01/20,SPY,S,CBOE,745446
2012/01/23,SPY,S,BATS,38215
2012/01/23,SPY,S,CBOE,512441
2012/01/24,SPY,S,BATS,26745
2012/01/24,SPY,S,CBOE,383930
2012/01/25,SPY,S,BATS,53326
2012/01/25,SPY,S,CBOE,536385
2012/01/26,SPY,S,BATS,58935
2012/01/26,SPY,S,CBOE,497333
2012/01/27,SPY,S,BATS,71952
2012/01/27,SPY,S,CBOE,442610
2012/01/30,SPY,S,BATS,51730
2012/01/30,SPY,S,CBOE,368646
2012/01/31,SPY,S,BATS,59559
2012/01/31,SPY,S,CBOE,346194
2012/02/01,SPY,S,BATS,70387
2012/02/01,SPY,S,CBOE,488657
2012/02/02,SPY,S,BATS,48291
2012/02/02,SPY,S,CBOE,292376
2012/02/03,SPY,S,BATS,121130
2012/02/03,SPY,S,CBOE,648485
2012/02/06,SPY,S,BATS,33644
2012/02/06,SPY,S,CBOE,270987
2012/02/07,SPY,S,BATS,56970
2012/02/07,SPY,S,CBOE,587920
2012/02/08,SPY,S,BATS,49164
2012/02/08,SPY,S,CBOE,606027
2012/02/09,SPY,S,BATS,58356
2012/02/09,SPY,S,CBOE,625308
2012/02/10,SPY,S,BATS,114948
2012/02/10,SPY,S,CBOE,843738
2012/02/13,SPY,S,BATS,37752
2012/02/13,SPY,S,CBOE,413086
2012/02/14,SPY,S,BATS,48427
2012/02/14,SPY,S,CBOE,530199
2012/02/15,SPY,S,BATS,73069
2012/02/15,SPY,S,CBOE,674311
2012/02/16,SPY,S,BATS,61569
2012/02/16,SPY,S,CBOE,619693
2012/02/17,SPY,S,BATS,89254
2012/02/17,SPY,S,CBOE,717444
2012/02/21,SPY,S,BATS,51137
2012/02/21,SPY,S,CBOE,325973
2012/02/22,SPY,S,BATS,50371
2012/02/22,SPY,S,CBOE,349507
2012/02/23,SPY,S,BATS,53424
2012/02/23,SPY,S,CBOE,355752
2012/02/24,SPY,S,BATS,62975
2012/02/24,SPY,S,CBOE,691849
2012/02/27,SPY,S,BATS,69238
2012/02/27,SPY,S,CBOE,379038
2012/02/28,SPY,S,BATS,44606
2012/02/28,SPY,S,CBOE,374292
2012/02/29,SPY,S,BATS,70981
2012/02/29,SPY,S,CBOE,421705
2012/03/01,SPY,S,BATS,63232
2012/03/01,SPY,S,CBOE,567106
2012/03/02,SPY,S,BATS,55540
2012/03/02,SPY,S,CBOE,400340
2012/03/05,SPY,S,BATS,55273
2012/03/05,SPY,S,CBOE,320962
2012/03/06,SPY,S,BATS,108544
2012/03/06,SPY,S,CBOE,833423
2012/03/07,SPY,S,BATS,42025
2012/03/07,SPY,S,CBOE,431678
2012/03/08,SPY,S,BATS,59972
2012/03/08,SPY,S,CBOE,517521
2012/03/09,SPY,S,BATS,65637
2012/03/09,SPY,S,CBOE,596352
2012/03/12,SPY,S,BATS,43701
2012/03/12,SPY,S,CBOE,481082
2012/03/13,SPY,S,BATS,83286
2012/03/13,SPY,S,CBOE,664864
2012/03/14,SPY,S,BATS,62607
2012/03/14,SPY,S,CBOE,799174
2012/03/15,SPY,S,BATS,81141
2012/03/15,SPY,S,CBOE,938707
2012/03/16,SPY,S,BATS,62042
2012/03/16,SPY,S,CBOE,671346
2012/03/19,SPY,S,BATS,63058
2012/03/19,SPY,S,CBOE,688130
2012/03/20,SPY,S,BATS,50634
2012/03/20,SPY,S,CBOE,412453
2012/03/21,SPY,S,BATS,64225
2012/03/21,SPY,S,CBOE,528325
2012/03/22,SPY,S,BATS,55297
2012/03/22,SPY,S,CBOE,570380
2012/03/23,SPY,S,BATS,56284
2012/03/23,SPY,S,CBOE,580234
2012/03/26,SPY,S,BATS,62705
2012/03/26,SPY,S,CBOE,424013
2012/03/27,SPY,S,BATS,67685
2012/03/27,SPY,S,CBOE,452116
2012/03/28,SPY,S,BATS,75537
2012/03/28,SPY,S,CBOE,569882
2012/03/29,SPY,S,BATS,105671
2012/03/29,SPY,S,CBOE,636765
2012/03/30,SPY,S,BATS,86586
2012/03/30,SPY,S,CBOE,680829
2012/04/02,SPY,S,BATS,59963
2012/04/02,SPY,S,CBOE,446812
2012/04/03,SPY,S,BATS,60068
2012/04/03,SPY,S,CBOE,436154
2012/04/04,SPY,S,BATS,79783
2012/04/04,SPY,S,CBOE,503511
2012/04/05,SPY,S,BATS,63383
2012/04/05,SPY,S,CBOE,547717
2012/04/09,SPY,S,BATS,46230
2012/04/09,SPY,S,CBOE,415294
2012/04/10,SPY,S,BATS,105785
2012/04/10,SPY,S,CBOE,970487
2012/04/11,SPY,S,BATS,61047
2012/04/11,SPY,S,CBOE,635917
2012/04/12,SPY,S,BATS,80034
2012/04/12,SPY,S,CBOE,536845
2012/04/13,SPY,S,BATS,92938
2012/04/13,SPY,S,CBOE,540842
2012/04/16,SPY,S,BATS,58892
2012/04/16,SPY,S,CBOE,469299
2012/04/17,SPY,S,BATS,49704
2012/04/17,SPY,S,CBOE,497481
2012/04/18,SPY,S,BATS,45276
2012/04/18,SPY,S,CBOE,377175
2012/04/19,SPY,S,BATS,92788
2012/04/19,SPY,S,CBOE,712389
2012/04/20,SPY,S,BATS,84988
2012/04/20,SPY,S,CBOE,605663
2012/04/23,SPY,S,BATS,57285
2012/04/23,SPY,S,CBOE,418564
2012/04/24,SPY,S,BATS,42745
2012/04/24,SPY,S,CBOE,281556
2012/04/25,SPY,S,BATS,47446
2012/04/25,SPY,S,CBOE,409337
2012/04/26,SPY,S,BATS,47843
2012/04/26,SPY,S,CBOE,425566
2012/04/27,SPY,S,BATS,45193
2012/04/27,SPY,S,CBOE,376700
2012/04/30,SPY,S,BATS,25358
2012/04/30,SPY,S,CBOE,309461
2012/05/01,SPY,S,BATS,43802
2012/05/01,SPY,S,CBOE,460091
2012/05/02,SPY,S,BATS,43062
2012/05/02,SPY,S,CBOE,490685
2012/05/03,SPY,S,BATS,58020
2012/05/03,SPY,S,CBOE,648622
2012/05/04,SPY,S,BATS,86983
2012/05/04,SPY,S,CBOE,789887
2012/05/07,SPY,S,BATS,45285
2012/05/07,SPY,S,CBOE,473469
2012/05/08,SPY,S,BATS,77570
2012/05/08,SPY,S,CBOE,753536
2012/05/09,SPY,S,BATS,66750
2012/05/09,SPY,S,CBOE,977027
2012/05/10,SPY,S,BATS,46438
2012/05/10,SPY,S,CBOE,669461
2012/05/11,SPY,S,BATS,59257
2012/05/11,SPY,S,CBOE,665808
2012/05/14,SPY,S,BATS,56575
2012/05/14,SPY,S,CBOE,722465
2012/05/15,SPY,S,BATS,57866
2012/05/15,SPY,S,CBOE,625303
2012/05/16,SPY,S,BATS,73467
2012/05/16,SPY,S,CBOE,849801
2012/05/17,SPY,S,BATS,103860
2012/05/17,SPY,S,CBOE,1224249
2012/05/18,SPY,S,BATS,128664
2012/05/18,SPY,S,CBOE,1363667
2012/05/21,SPY,S,BATS,54712
2012/05/21,SPY,S,CBOE,544022
2012/05/22,SPY,S,BATS,76973
2012/05/22,SPY,S,CBOE,584982
2012/05/23,SPY,S,BATS,72406
2012/05/23,SPY,S,CBOE,640917
2012/05/24,SPY,S,BATS,58540
2012/05/24,SPY,S,CBOE,635030
2012/05/25,SPY,S,BATS,50348
2012/05/25,SPY,S,CBOE,447699
2012/05/29,SPY,S,BATS,41144
2012/05/29,SPY,S,CBOE,388817
2012/05/30,SPY,S,BATS,39719
2012/05/30,SPY,S,CBOE,430202
2012/05/31,SPY,S,BATS,63146
2012/05/31,SPY,S,CBOE,629892
2012/06/01,SPY,S,BATS,127761
2012/06/01,SPY,S,CBOE,1125747
2012/06/04,SPY,S,BATS,56843
2012/06/04,SPY,S,CBOE,697013
2012/06/05,SPY,S,BATS,55974
2012/06/05,SPY,S,CBOE,663527
2012/06/06,SPY,S,BATS,76689
2012/06/06,SPY,S,CBOE,905983
2012/06/07,SPY,S,BATS,76213
2012/06/07,SPY,S,CBOE,824321
2012/06/08,SPY,S,BATS,57834
2012/06/08,SPY,S,CBOE,747427
2012/06/11,SPY,S,BATS,49118
2012/06/11,SPY,S,CBOE,542059
2012/06/12,SPY,S,BATS,49643
2012/06/12,SPY,S,CBOE,562347
2012/06/13,SPY,S,BATS,60488
2012/06/13,SPY,S,CBOE,712649
2012/06/14,SPY,S,BATS,80393
2012/06/14,SPY,S,CBOE,782345
2012/06/15,SPY,S,BATS,94686
2012/06/15,SPY,S,CBOE,947032
2012/06/18,SPY,S,BATS,47697
2012/06/18,SPY,S,CBOE,553279
2012/06/19,SPY,S,BATS,62904
2012/06/19,SPY,S,CBOE,774736
2012/06/20,SPY,S,BATS,101148
2012/06/20,SPY,S,CBOE,704454
2012/06/21,SPY,S,BATS,93629
2012/06/21,SPY,S,CBOE,656988
2012/06/22,SPY,S,BATS,56020
2012/06/22,SPY,S,CBOE,520559
2012/06/25,SPY,S,BATS,64637
2012/06/25,SPY,S,CBOE,709000
2012/06/26,SPY,S,BATS,28670
2012/06/26,SPY,S,CBOE,401768
2012/06/27,SPY,S,BATS,31120
2012/06/27,SPY,S,CBOE,400650
2012/06/28,SPY,S,BATS,61860
2012/06/28,SPY,S,CBOE,595060
2012/06/29,SPY,S,BATS,88840
2012/06/29,SPY,S,CBOE,900401
2012/07/02,SPY,S,BATS,33971
2012/07/02,SPY,S,CBOE,401142
2012/07/03,SPY,S,BATS,27768
2012/07/03,SPY,S,CBOE,328544
2012/07/05,SPY,S,BATS,37203
2012/07/05,SPY,S,CBOE,428087
2012/07/06,SPY,S,BATS,80369
2012/07/06,SPY,S,CBOE,479101
2012/07/09,SPY,S,BATS,39379
2012/07/09,SPY,S,CBOE,306708
2012/07/10,SPY,S,BATS,54828
2012/07/10,SPY,S,CBOE,765165
2012/07/11,SPY,S,BATS,50412
2012/07/11,SPY,S,CBOE,405078
2012/07/12,SPY,S,BATS,71573
2012/07/12,SPY,S,CBOE,488670
2012/07/13,SPY,S,BATS,56166
2012/07/13,SPY,S,CBOE,375090
2012/07/16,SPY,S,BATS,23894
2012/07/16,SPY,S,CBOE,253122
2012/07/17,SPY,S,BATS,39848
2012/07/17,SPY,S,CBOE,401602
2012/07/18,SPY,S,BATS,36558
2012/07/18,SPY,S,CBOE,582947
2012/07/19,SPY,S,BATS,58971
2012/07/19,SPY,S,CBOE,595258
2012/07/20,SPY,S,BATS,73042
2012/07/20,SPY,S,CBOE,697826
2012/07/23,SPY,S,BATS,50358
2012/07/23,SPY,S,CBOE,437109
2012/07/24,SPY,S,BATS,58746
2012/07/24,SPY,S,CBOE,492598
2012/07/25,SPY,S,BATS,40805
2012/07/25,SPY,S,CBOE,402373
2012/07/26,SPY,S,BATS,77220
2012/07/26,SPY,S,CBOE,576061
2012/07/27,SPY,S,BATS,73995
2012/07/27,SPY,S,CBOE,928232
2012/07/30,SPY,S,BATS,25260
2012/07/30,SPY,S,CBOE,379787
2012/07/31,SPY,S,BATS,37360
2012/07/31,SPY,S,CBOE,304940
2012/08/01,SPY,S,BATS,44436
2012/08/01,SPY,S,CBOE,580229
2012/08/02,SPY,S,BATS,86808
2012/08/02,SPY,S,CBOE,658516
2012/08/03,SPY,S,BATS,84469
2012/08/03,SPY,S,CBOE,676715
2012/08/06,SPY,S,BATS,32403
2012/08/06,SPY,S,CBOE,290092
2012/08/07,SPY,S,BATS,39033
2012/08/07,SPY,S,CBOE,380402
2012/08/08,SPY,S,BATS,32457
2012/08/08,SPY,S,CBOE,343706
2012/08/09,SPY,S,BATS,36321
2012/08/09,SPY,S,CBOE,270422
2012/08/10,SPY,S,BATS,49360
2012/08/10,SPY,S,CBOE,402951
2012/08/13,SPY,S,BATS,27820
2012/08/13,SPY,S,CBOE,269699
2012/08/14,SPY,S,BATS,26741
2012/08/14,SPY,S,CBOE,332736
2012/08/15,SPY,S,BATS,26903
2012/08/15,SPY,S,CBOE,298035
2012/08/16,SPY,S,BATS,47079
2012/08/16,SPY,S,CBOE,509523
2012/08/17,SPY,S,BATS,49524
2012/08/17,SPY,S,CBOE,496312
2012/08/20,SPY,S,BATS,30671
2012/08/20,SPY,S,CBOE,328357
2012/08/21,SPY,S,BATS,52144
2012/08/21,SPY,S,CBOE,430307
2012/08/22,SPY,S,BATS,42508
2012/08/22,SPY,S,CBOE,572066
2012/08/23,SPY,S,BATS,54981
2012/08/23,SPY,S,CBOE,385731
2012/08/24,SPY,S,BATS,66757
2012/08/24,SPY,S,CBOE,580247
2012/08/27,SPY,S,BATS,22818
2012/08/27,SPY,S,CBOE,237071
2012/08/28,SPY,S,BATS,29496
2012/08/28,SPY,S,CBOE,201983
2012/08/29,SPY,S,BATS,26418
2012/08/29,SPY,S,CBOE,293010
2012/08/30,SPY,S,BATS,62325
2012/08/30,SPY,S,CBOE,504092
2012/08/31,SPY,S,BATS,96219
2012/08/31,SPY,S,CBOE,502854
2012/09/04,SPY,S,BATS,37900
2012/09/04,SPY,S,CBOE,254782
2012/09/05,SPY,S,BATS,35857
2012/09/05,SPY,S,CBOE,305555
2012/09/06,SPY,S,BATS,90308
2012/09/06,SPY,S,CBOE,619363
2012/09/07,SPY,S,BATS,85936
2012/09/07,SPY,S,CBOE,417047
2012/09/10,SPY,S,BATS,39028
2012/09/10,SPY,S,CBOE,365191
2012/09/11,SPY,S,BATS,35760
2012/09/11,SPY,S,CBOE,312168
2012/09/12,SPY,S,BATS,36903
2012/09/12,SPY,S,CBOE,357479
2012/09/13,SPY,S,BATS,108557
2012/09/13,SPY,S,CBOE,1108758
2012/09/14,SPY,S,BATS,93690
2012/09/14,SPY,S,CBOE,956797
2012/09/17,SPY,S,BATS,36873
2012/09/17,SPY,S,CBOE,428360
2012/09/18,SPY,S,BATS,31912
2012/09/18,SPY,S,CBOE,437916
2012/09/19,SPY,S,BATS,31640
2012/09/19,SPY,S,CBOE,443409
2012/09/20,SPY,S,BATS,45763
2012/09/20,SPY,S,CBOE,599447
2012/09/21,SPY,S,BATS,51209
2012/09/21,SPY,S,CBOE,627157
2012/09/24,SPY,S,BATS,47019
2012/09/24,SPY,S,CBOE,320852
2012/09/25,SPY,S,BATS,64063
2012/09/25,SPY,S,CBOE,439943
2012/09/26,SPY,S,BATS,51845
2012/09/26,SPY,S,CBOE,609268
2012/09/27,SPY,S,BATS,44093
2012/09/27,SPY,S,CBOE,421476
2012/09/28,SPY,S,BATS,90501
2012/09/28,SPY,S,CBOE,734574
2012/10/01,SPY,S,BATS,36134
2012/10/01,SPY,S,CBOE,426915
2012/10/02,SPY,S,BATS,35912
2012/10/02,SPY,S,CBOE,307009
2012/10/03,SPY,S,BATS,39776
2012/10/03,SPY,S,CBOE,320271
2012/10/04,SPY,S,BATS,49091
2012/10/04,SPY,S,CBOE,394593
2012/10/05,SPY,S,BATS,67890
2012/10/05,SPY,S,CBOE,488455
2012/10/08,SPY,S,BATS,21864
2012/10/08,SPY,S,CBOE,162972
2012/10/09,SPY,S,BATS,37819
2012/10/09,SPY,S,CBOE,384574
2012/10/10,SPY,S,BATS,49069
2012/10/10,SPY,S,CBOE,450469
2012/10/11,SPY,S,BATS,50192
2012/10/11,SPY,S,CBOE,313795
2012/10/12,SPY,S,BATS,50056
2012/10/12,SPY,S,CBOE,450240
2012/10/15,SPY,S,BATS,41485
2012/10/15,SPY,S,CBOE,317448
2012/10/16,SPY,S,BATS,56181
2012/10/16,SPY,S,CBOE,381154
2012/10/17,SPY,S,BATS,49987
2012/10/17,SPY,S,CBOE,412833
2012/10/18,SPY,S,BATS,67380
2012/10/18,SPY,S,CBOE,480204
2012/10/19,SPY,S,BATS,122746
2012/10/19,SPY,S,CBOE,1083625
2012/10/22,SPY,S,BATS,60036
2012/10/22,SPY,S,CBOE,351684
2012/10/23,SPY,S,BATS,78400
2012/10/23,SPY,S,CBOE,715876
2012/10/24,SPY,S,BATS,46200
2012/10/24,SPY,S,CBOE,387593
2012/10/25,SPY,S,BATS,61684
2012/10/25,SPY,S,CBOE,446452
2012/10/26,SPY,S,BATS,92820
2012/10/26,SPY,S,CBOE,570735
2012/10/31,SPY,S,BATS,45740
2012/10/31,SPY,S,CBOE,458071
2012/11/01,SPY,S,BATS,62258
2012/11/01,SPY,S,CBOE,500944
2012/11/02,SPY,S,BATS,86669
2012/11/02,SPY,S,CBOE,542150
2012/11/05,SPY,S,BATS,42878
2012/11/05,SPY,S,CBOE,466810
2012/11/06,SPY,S,BATS,52359
2012/11/06,SPY,S,CBOE,652962
2012/11/07,SPY,S,BATS,156525
2012/11/07,SPY,S,CBOE,1221373
2012/11/08,SPY,S,BATS,119062
2012/11/08,SPY,S,CBOE,855868
2012/11/09,SPY,S,BATS,117495
2012/11/09,SPY,S,CBOE,680439
2012/11/12,SPY,S,BATS,53000
2012/11/12,SPY,S,CBOE,375411
2012/11/13,SPY,S,BATS,63349
2012/11/13,SPY,S,CBOE,530998
2012/11/14,SPY,S,BATS,106757
2012/11/14,SPY,S,CBOE,940014
2012/11/15,SPY,S,BATS,100823
2012/11/15,SPY,S,CBOE,899965
2012/11/16,SPY,S,BATS,137356
2012/11/16,SPY,S,CBOE,1090137
2012/11/19,SPY,S,BATS,70222
2012/11/19,SPY,S,CBOE,457549
2012/11/20,SPY,S,BATS,64908
2012/11/20,SPY,S,CBOE,410207
2012/11/21,SPY,S,BATS,42697
2012/11/21,SPY,S,CBOE,292536
2012/11/23,SPY,S,BATS,41244
2012/11/23,SPY,S,CBOE,319494
2012/11/26,SPY,S,BATS,41394
2012/11/26,SPY,S,CBOE,343571
2012/11/27,SPY,S,BATS,64214
2012/11/27,SPY,S,CBOE,295825
2012/11/28,SPY,S,BATS,80030
2012/11/28,SPY,S,CBOE,554726
2012/11/29,SPY,S,BATS,78070
2012/11/29,SPY,S,CBOE,684980
2012/11/30,SPY,S,BATS,77340
2012/11/30,SPY,S,CBOE,632249
2012/12/03,SPY,S,BATS,41597
2012/12/03,SPY,S,CBOE,461422
2012/12/04,SPY,S,BATS,54089
2012/12/04,SPY,S,CBOE,344692
2012/12/05,SPY,S,BATS,60046
2012/12/05,SPY,S,CBOE,450901
2012/12/06,SPY,S,BATS,45396
2012/12/06,SPY,S,CBOE,327599
2012/12/07,SPY,S,BATS,81384
2012/12/07,SPY,S,CBOE,375982
2012/12/10,SPY,S,BATS,37737
2012/12/10,SPY,S,CBOE,243178
2012/12/11,SPY,S,BATS,64354
2012/12/11,SPY,S,CBOE,480172
2012/12/12,SPY,S,BATS,67863
2012/12/12,SPY,S,CBOE,410224
2012/12/13,SPY,S,BATS,55785
2012/12/13,SPY,S,CBOE,415979
2012/12/14,SPY,S,BATS,42736
2012/12/14,SPY,S,CBOE,393577
2012/12/17,SPY,S,BATS,47660
2012/12/17,SPY,S,CBOE,428670
2012/12/18,SPY,S,BATS,91215
2012/12/18,SPY,S,CBOE,756912
2012/12/19,SPY,S,BATS,83614
2012/12/19,SPY,S,CBOE,524596
2012/12/20,SPY,S,BATS,84399
2012/12/20,SPY,S,CBOE,472303
2012/12/21,SPY,S,BATS,164250
2012/12/21,SPY,S,CBOE,856208
2012/12/24,SPY,S,BATS,47127
2012/12/24,SPY,S,CBOE,172839
2012/12/26,SPY,S,BATS,76951
2012/12/26,SPY,S,CBOE,375488
2012/12/27,SPY,S,BATS,118888
2012/12/27,SPY,S,CBOE,533847
2012/12/28,SPY,S,BATS,120797
2012/12/28,SPY,S,CBOE,656792
2012/12/31,SPY,S,BATS,148785
2012/12/31,SPY,S,CBOE,846986
2013/01/02,SPY,S,BATS,101635
2013/01/02,SPY,S,CBOE,527932
2013/01/03,SPY,S,BATS,80948
2013/01/03,SPY,S,CBOE,427480
2013/01/04,SPY,S,BATS,89319
2013/01/04,SPY,S,CBOE,407771
2013/01/07,SPY,S,BATS,54621
2013/01/07,SPY,S,CBOE,208735
2013/01/08,SPY,S,BATS,48019
2013/01/08,SPY,S,CBOE,309682
2013/01/09,SPY,S,BATS,51497
2013/01/09,SPY,S,CBOE,222673
2013/01/10,SPY,S,BATS,70716
2013/01/10,SPY,S,CBOE,323341
2013/01/11,SPY,S,BATS,58633
2013/01/11,SPY,S,CBOE,408215
2013/01/14,SPY,S,BATS,40599
2013/01/14,SPY,S,CBOE,253244
2013/01/15,SPY,S,BATS,37618
2013/01/15,SPY,S,CBOE,287485
2013/01/16,SPY,S,BATS,37191
2013/01/16,SPY,S,CBOE,202247
2013/01/17,SPY,S,BATS,67775
2013/01/17,SPY,S,CBOE,417521
2013/01/18,SPY,S,BATS,87970
2013/01/18,SPY,S,CBOE,567904
2013/01/22,SPY,S,BATS,57665
2013/01/22,SPY,S,CBOE,228074
2013/01/23,SPY,S,BATS,37289
2013/01/23,SPY,S,CBOE,399638
2013/01/24,SPY,S,BATS,60720
2013/01/24,SPY,S,CBOE,433015
2013/01/25,SPY,S,BATS,60893
2013/01/25,SPY,S,CBOE,403403
2013/01/28,SPY,S,BATS,25546
2013/01/28,SPY,S,CBOE,274411
2013/01/29,SPY,S,BATS,48394
2013/01/29,SPY,S,CBOE,343582
2013/01/30,SPY,S,BATS,45695
2013/01/30,SPY,S,CBOE,324458
2013/01/31,SPY,S,BATS,48523
2013/01/31,SPY,S,CBOE,429277
2013/02/01,SPY,S,BATS,75067
2013/02/01,SPY,S,CBOE,632323
2013/02/04,SPY,S,BATS,61482
2013/02/04,SPY,S,CBOE,431670
2013/02/05,SPY,S,BATS,58510
2013/02/05,SPY,S,CBOE,337998
2013/02/06,SPY,S,BATS,50179
2013/02/06,SPY,S,CBOE,256264
2013/02/07,SPY,S,BATS,61696
2013/02/07,SPY,S,CBOE,379458
2013/02/08,SPY,S,BATS,41313
2013/02/08,SPY,S,CBOE,373332
2013/02/11,SPY,S,BATS,34387
2013/02/11,SPY,S,CBOE,350859
2013/02/12,SPY,S,BATS,37435
2013/02/12,SPY,S,CBOE,268142
2013/02/13,SPY,S,BATS,42664
2013/02/13,SPY,S,CBOE,494740
2013/02/14,SPY,S,BATS,39112
2013/02/14,SPY,S,CBOE,363309
2013/02/15,SPY,S,BATS,90863
2013/02/15,SPY,S,CBOE,663750
2013/02/19,SPY,S,BATS,44706
2013/02/19,SPY,S,CBOE,366518
2013/02/20,SPY,S,BATS,88299
2013/02/20,SPY,S,CBOE,565498
2013/02/21,SPY,S,BATS,95430
2013/02/21,SPY,S,CBOE,582908
2013/02/22,SPY,S,BATS,91509
2013/02/22,SPY,S,CBOE,503780
2013/02/25,SPY,S,BATS,203407
2013/02/25,SPY,S,CBOE,904532
2013/02/26,SPY,S,BATS,102173
2013/02/26,SPY,S,CBOE,892506
2013/02/27,SPY,S,BATS,65346
2013/02/27,SPY,S,CBOE,478648
2013/02/28,SPY,S,BATS,56929
2013/02/28,SPY,S,CBOE,419549
2013/03/01,SPY,S,BATS,111763
2013/03/01,SPY,S,CBOE,612120
2013/03/04,SPY,S,BATS,55902
2013/03/04,SPY,S,CBOE,355381
2013/03/05,SPY,S,BATS,82106
2013/03/05,SPY,S,CBOE,684434
2013/03/06,SPY,S,BATS,54505
2013/03/06,SPY,S,CBOE,384073
2013/03/07,SPY,S,BATS,52240
2013/03/07,SPY,S,CBOE,362738
2013/03/08,SPY,S,BATS,87367
2013/03/08,SPY,S,CBOE,717668
2013/03/11,SPY,S,BATS,52365
2013/03/11,SPY,S,CBOE,477145
2013/03/12,SPY,S,BATS,52610
2013/03/12,SPY,S,CBOE,562807
2013/03/13,SPY,S,BATS,39040
2013/03/13,SPY,S,CBOE,308744
2013/03/14,SPY,S,BATS,63269
2013/03/14,SPY,S,CBOE,418442
2013/03/15,SPY,S,BATS,71203
2013/03/15,SPY,S,CBOE,655229
2013/03/18,SPY,S,BATS,84498
2013/03/18,SPY,S,CBOE,543367
2013/03/19,SPY,S,BATS,90104
2013/03/19,SPY,S,CBOE,649845
2013/03/20,SPY,S,BATS,75752
2013/03/20,SPY,S,CBOE,590379
2013/03/21,SPY,S,BATS,66476
2013/03/21,SPY,S,CBOE,513086
2013/03/22,SPY,S,BATS,57384
2013/03/22,SPY,S,CBOE,496334
2013/03/25,SPY,S,BATS,75475
2013/03/25,SPY,S,CBOE,651387
2013/03/26,SPY,S,BATS,50449
2013/03/26,SPY,S,CBOE,307176
2013/03/27,SPY,S,BATS,60378
2013/03/27,SPY,S,CBOE,401764
2013/03/28,SPY,S,BATS,62059
2013/03/28,SPY,S,CBOE,465589
2013/04/01,SPY,S,BATS,52410
2013/04/01,SPY,S,CBOE,338109
2013/04/02,SPY,S,BATS,54172
2013/04/02,SPY,S,CBOE,420268
2013/04/03,SPY,S,BATS,83614
2013/04/03,SPY,S,CBOE,673112
2013/04/04,SPY,S,BATS,77572
2013/04/04,SPY,S,CBOE,516051
2013/04/05,SPY,S,BATS,99579
2013/04/05,SPY,S,CBOE,753551
2013/04/08,SPY,S,BATS,59656
2013/04/08,SPY,S,CBOE,389358
2013/04/09,SPY,S,BATS,57554
2013/04/09,SPY,S,CBOE,403563
2013/04/10,SPY,S,BATS,94795
2013/04/10,SPY,S,CBOE,696850
2013/04/11,SPY,S,BATS,72166
2013/04/11,SPY,S,CBOE,679665
2013/04/12,SPY,S,BATS,54992
2013/04/12,SPY,S,CBOE,555163
2013/04/15,SPY,S,BATS,144574
2013/04/15,SPY,S,CBOE,863445
2013/04/16,SPY,S,BATS,75985
2013/04/16,SPY,S,CBOE,383374
2013/04/17,SPY,S,BATS,135927
2013/04/17,SPY,S,CBOE,852659
2013/04/18,SPY,S,BATS,112549
2013/04/18,SPY,S,CBOE,764406
2013/04/19,SPY,S,BATS,121475
2013/04/19,SPY,S,CBOE,828786
2013/04/22,SPY,S,BATS,55286
2013/04/22,SPY,S,CBOE,481889
2013/04/23,SPY,S,BATS,107527
2013/04/23,SPY,S,CBOE,483211
2013/04/24,SPY,S,BATS,40415
2013/04/24,SPY,S,CBOE,340639
2013/04/25,SPY,S,BATS,83351
2013/04/25,SPY,S,CBOE,104416
2013/04/26,SPY,S,BATS,52339
2013/04/26,SPY,S,CBOE,431116
2013/04/29,SPY,S,BATS,39880
2013/04/29,SPY,S,CBOE,454155
2013/04/30,SPY,S,BATS,39487
2013/04/30,SPY,S,CBOE,462971
2013/05/01,SPY,S,BATS,67931
2013/05/01,SPY,S,CBOE,521559
2013/05/02,SPY,S,BATS,50410
2013/05/02,SPY,S,CBOE,358529
2013/05/03,SPY,S,BATS,76172
2013/05/03,SPY,S,CBOE,662574
2013/05/06,SPY,S,BATS,29028
2013/05/06,SPY,S,CBOE,323279
2013/05/07,SPY,S,BATS,49946
2013/05/07,SPY,S,CBOE,349428
2013/05/08,SPY,S,BATS,46363
2013/05/08,SPY,S,CBOE,520217
2013/05/09,SPY,S,BATS,56741
2013/05/09,SPY,S,CBOE,593625
2013/05/10,SPY,S,BATS,55861
2013/05/10,SPY,S,CBOE,511574
2013/05/13,SPY,S,BATS,36434
2013/05/13,SPY,S,CBOE,320370
2013/05/14,SPY,S,BATS,77399
2013/05/14,SPY,S,CBOE,587502
2013/05/15,SPY,S,BATS,85643
2013/05/15,SPY,S,CBOE,797655
2013/05/16,SPY,S,BATS,85974
2013/05/16,SPY,S,CBOE,569015
2013/05/17,SPY,S,BATS,112677
2013/05/17,SPY,S,CBOE,790778
2013/05/20,SPY,S,BATS,69700
2013/05/20,SPY,S,CBOE,471742
2013/05/21,SPY,S,BATS,81745
2013/05/21,SPY,S,CBOE,432502
2013/05/22,SPY,S,BATS,154881
2013/05/22,SPY,S,CBOE,908638
2013/05/23,SPY,S,BATS,126819
